,0
23030,장은 시리에서 제공되는 날씨 묻기 E mail 캘린더 전화 걸기 미리 알림 등의 기본 기능에 대한 영어 명령어를 소개하였다
23031,이 책은 그대로 따라 하기 를 통하여 단계별로 따라할 수 있게 하여 비록 시리를 처음 사용하는 초보자일지라도 쉽게 아이폰 시리와 가까워질 수 있도록 한 것이 가장 큰 특징이다
23032,년부터 SW 교육이 의무화되면서 코딩 교육과 피지컬 컴퓨팅에 대해 많은 관심을 가지고 있습니다
23033,햄스터 로봇은 다양한 프로그래밍 언어를 통해 프로그램을 제작할 수 있고 SW 교육에 필요한 다양한 입출력 장치를 가지고 있습니다
23034,또한 햄스터 로봇을 활용하여 언플러그드 활동도 할 수 있고 교육용 프로그래밍 활동 D 프린터와 함께 활용하여 교육을 할 수 있습니다
23035,이 책에서는 엔트리를 사용하여 햄스터 로봇을 동작시키기 위한 프로그래밍 과정을 배울 수 있습니다
23036,또한 컴퓨팅 사고력을 활성화 시킬 수 있는 방법을 문제 정의와 문제 해결 단계로 나누어 함께 제시합니다
23037,문제 해결에 꼭 필요한 문제를 정의하면서 사고를 정리하고 문제 해결을 위한 분석과 알고리즘 작성 및 프로그래밍을 통한 컴퓨팅 사고력을 키울 수 있습니다
23038,아울러 햄스터 로봇을 이용한 STEAM 교육 사례로 교과 수업과 연계하여 학생들이 융합적 사고력을 향상시킬 수 있도록 도와주며 다양한 활동을 통해 SW 교육 역량을 높일 수 있습니다
23039,그림 코딩 입문서로 유명한 그림책 시리즈의 대표작
23040,가장 대표적인 프로그래밍 언어인 C는 초보자들이 접근하기에 쉽지만은 않다
23041,특히 프로그래밍의 언어 사양의 이해라는 부분에서부터 막히는 초보자들에게는 어떤 기능을 구현하기 위해서 어떻게 프로그래밍 언어의 코드를 조합하여 프로그램을 구성 한다는 것은 더더욱 어려운 일이다
23042,이 책의 큰 특징은 프로그래밍이 논리적인 작업이라는 통념을 벗어나 이미지를 통해 독자의 상상력을 자극하여 프로그래밍 전체 구조를 프로그래머가 실제 파악하고 있는 시각에서 이해할 수 있도록 한 것이다
23043,프로그래밍 초보자에게 쉽게 다가설 수 있도록 이미지로 설명한 입문서로 전체 장과 부록으로 구성되어 있다
23044,각 장은 그림을 곁들인 설명과 더불어 번역판에서 별도로 추가 편성한 연습문제까지 포함하여 학습 효과를 높이고 있다
23045,도입부에서는 C언어의 역사 등 기초 지식을 다루었고 장에는 C의 기본적인 프로그램 구성 장에서는 연산자 장에서는 제어문 장에서는 배열과 포인터 장에서는 함수 장에서는 파일의 입출력 장에서는 구조체 장에서는 프로그램의 구성을 다루고 있고 부록에서는 보다 향상된 고급 프로그래밍을 위한 요소들과 다양한 팁을 소개하고 있다
23046,향후 년 동안 어마어마한 규모의 새로운 부가 창조될 것이며
23047,우리는 지금 백만장자 인구 폭발 의 한가운데에 서 있다
23048,다가오는 조 달러 웰니스 산업을 준비하고 부를 얻는 방법
23049,다음 새로운 백만장자들 은 다가오는 조 달러 웰니스 산업을 준비하고 부를 얻는 방법을 이야기한다
23050,웰니스 산업은 관련 산업의 성장을 이끌고 경제 범위를 점차 넓혀가고 있으며 사람들은 건강한 삶과 노화를 늦추기를 원하며 웰니스 산업에 소비를 더욱 집중하고 있다
23051,한편 직접 판매는 스스로 자신의 경제 웰니스를 책임지고 장기적인 재정적 안정을 확립하려는 그러면서 동시에 중요한 부가 무엇인지 깨닫고 실로 엄청난 많은 사람들의 삶을 풍요롭게 하는 역할까지 수행하는 수많은 사람들에게 전무후무한 기회를 제공하며 차세대 백만장자의 다수를 배출할 완벽한 조건을 갖추고 있다
23052,왜 웰니스 사업이 아직도 시작되지 않은 사업이며 어떻게 그 사업을 성장시킬 수 있을 것인지 그리고 수백만의 사람들이 부를 창출하는 방식으로 직접판매를 선택하는 이유는 무엇인지 궁금증을 풀어준다
23053,건축과 인테리어 분야를 위한 실무 밀착형 ds max 입문 활용서 ds Max 기본 활용 실무테크닉
23054,실무 작업 과정을 토대로 한 목차 구성으로 불필요한 기능에 투자하는 시간 줄이고 건축 및 인테리어 분야 설계자 또는 초보 그래픽 디자이너들이 갖추어야할 실사 모델링 기술에 더 집중하도록 구성했다
23055,기본적으로 이론적인 부분과 예제를 통해 쉽게 ds Max를 익힐 수 있도록 설명하였으며 기본 도형을 이용한 모델링부터 사실적인 이미지를 만들기 위한 Rendering 방법에 이르기까지 단계별로 접근할 수 있도록 이루어졌다
23056,반드시 익혀야 할 툴 실무에서 사용하는 다양한 팁 이미지 연출 방법 등을 실어 건축 CG뿐만 아니라 ds Max를 처음 접하고 공부하는 이들에게도 도움이 될 것이다
23057,출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다
23058,윈도우 의 경우 사운드 연결이 없을시 동영상 재생에 오류가 발생할 수 있습니다
23059,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
23060,엑셀 은 업무에서 발생하는 자료들을 입력하고 계산하고 분석하는 대표적인 스프레드시트 프로그램입니다
23061,엑셀은 엑셀 엑셀 엑셀 엑셀 등의 버전으로 많은 사람들에 의해 사용되어져 왔고 이후 다양한 기능이 업그레이드되어 엑셀 이 출시되었습니다
23062,본서는 엑셀 을 기준으로 작성되었습니다
23063,엑셀 의 변화된 사용법과 기본 기능 실무에서 많이 사용하는 차트 및 분석 도구 함수 활용 간단한 외부파일 활용 등에 대하여 다양한 예제를 제시하고 예제 파일과 함께 자세한 설명으로 독자들이 정확하게 이해할 수 있도록 하였습니다
23064,이미 엑셀의 기본 기능을 숙지한 독자라면 예제의 연관성을 배제하여 필요한 부분만 학습할 수 있도록 하였습니다
23065,따라서 엑셀을 처음 시작하는 초보부터 실무에 엑셀을 적용하여 빠르게 업무를 처리하려고 하는 독자까지 넓은 범위에서 활용 할 수 있을 것입니다
23066,본서를 통하여 엑셀은 어렵다 라는 통념에서 벗어나 자신감을 가지고 업무에 활용하시기를 바라며 엑셀 할 만하군 으로 생각이 바뀌기를 바랍니다
23067,실전 프로젝트 연습을 통해 SAP Fiori와 OData를 파헤친다
23068,국내 최초 SAP Fiori amp OData Full Stack 가이드
23069,핵심 기능들만 한 권에 정리
23070,ABAP 개발자를 위한 필독서
23071,SAP에서 Fiori를 출시한 지 벌써 년이 다 되어 가지만 한국에서 SAP Fiori는 아직도 태동기입니다
23072,대한민국 등 기업인 삼성전자가 년 들어서야 SAP Fiori 도입을 완료했다는 것만 보아도 알 수 있습니다
23073,앞으로 다수의 기업들이 서로 앞다투어 SAP Fiori를 도입할 것입니다
23074,SAP Fiori는 OData와의 연동을 전제로 만들어졌기 때문에 개발자는 Front End인 SAPUI 와 Back End인 ABAP을 모두 알아야 한다는 부담감을 갖게 됩니다
23075,프로젝트에 따라 서로 다른 개발자가 Front End와 Back End를 나누어 담당하는 이유이기도 합니다
23076,개발자가 실전 프로젝트를 위해서 SAP Fiori와 OData에 대해 꼭 알아야 하는 기능들만 책 한 권에 정리했습니다
23077,현재 ABAP 개발자라면 이 책을 통해 SAP Fiori Full Stack 개발자로 거듭날 수 있을 것입니다
23078,콘텐츠 제작을 위한 효율적인 포토샵 도서
23079,N잡러 부캐의 등장으로 콘텐츠 제작 은 이제 우리 모두의 이야기가 되었습니다
23080,더불어 기획자 마케터 PM 등 떠오르는 직업의 기본 소양은 바로 콘텐츠 제작 입니다
23081,디자인이랑 친하지도 않고 포토샵은 해본 적도 없는 여러분이 지금 당장 콘텐츠를 만들기 위해서 필요한 것은 바로 바
23082,북 은 여러분이 만들고 싶은 딱 그 콘텐츠 파트만 보시면 되는 콘텐츠 제작의 효율성을 극대화한 친절하고 획기적인 포토샵 도서입니다
23083,ToolBook은 가방 안에 포토샵은 내 손안에
23084,분위기 좋은 카페에서 작업하고 싶지만 이미 노트북과 마우스만으로도 무거운데 두꺼운 포토샵 책까지 챙기려니 몸과 마음이 무겁지 않으신가요 그렇다고 콘텐츠를 제작할 때마다 하나씩 검색하면서 작업하기엔 시간이 너무 많이 걸리지 않으셨나요
23085,그런 여러분을 위해 포토샵에서 자주 사용하는 도구들만 모아 가방 안에 쏙 들어갈 수 있는 ToolBook을 만들었습니다
23086,이제 언제 어디서든 ToolBook만 가지고 다니면 이미 포토샵은 여러분 손안에 있습니다
23087,이제껏 단 한 번도 없었던 포토샵 도서로 편리함을 누리세요
23088,페이스북 인스타그램 유튜브 상세페이지 카드뉴스 등
23089,올인원 도서
23090,여러분들이 어떤 콘텐츠를 좋아하실지 몰라 유행하는 콘텐츠는 다 담았습니다
23091,여러분이 만들고 싶은 콘텐츠는 전부 바
23092,북 에 있습니다
23093,북 과 함께 여러분의 창의성을 콘텐츠로 표현하세요
23094,이 책에서 만드는 콘텐츠
23095,페이스북 콘텐츠
23096,인스타그램 콘텐츠
23097,유튜브 섬네일
23098,이 책은 초급자 단계를 벗어나고 싶은 분들을 위한 책입니다
23099,Pattern은 반복되는 형태의 기본 요소입니다
23100,Pattern이 모여 이루어지는 물체의 형태가 복잡할수록 모델링 작업이 어려워지죠
23101,중급 이상의 작업자에게도 많은 시간과 노력이 필요한 일입니다
23102,어떻게 하면 쉽게 접근할 수 있고 작업 시간을 효율적으로 줄일 수 있는지를 설명하고 싶었습니다
23103,여기에 소개하는 접근 방법이 여러분의 아이디어를 극대화하는 시작점이 되면 좋겠습니다
23104,모델링 작업에서 어려움을 느끼고 답답해할지도 모를 누군가에게는 이 책이 도움이 될 수 있을 것 같습니다
23105,다양한 형태들을 효율적으로 모델링 하는데 필요한 기본기이자 기초가 부족한 중급자에게도 필요한 내용이라 할 수 있습니다
23106,Modeling에 대한 책이기 때문에 재질과 조명 설정은 결과를 확인하기 위한 정도로만 간단하게 설명하고 있습니다
23107,작업자마다 서로 다른 상황과 조건에서 모델링 방법이 다를 수 있기 때문에 그중 어떤 방법이 정답이라고 단정할 수는 없습니다
23108,여기 소개된 모델링 방법도 그 수많은 방법의 하나에 불과하죠
23109,다만 효율적인 모델링 방법을 찾기 위해 어떻게 생각해야 하는지 그 접근법을 알려 드리고자 합니다
23110,앞으로 여러분 스스로 모델링 방법을 만들어 가는데 이 책의 내용이 도움이 되길 바라봅니다
23111,이 책으로 기초를 다지고 원리를 이해하시기 바랍니다
23112,이 책은 스케치업을 이해하는 데 목표를 두고 있습니다
23113,그래서 이 책은 예제가 적습니다
23114,대신에 각 기능과 원리에 대해서 자세하게 설명하려고 노력했습니다
23115,같은 기능을 반복해서 사용하는 예제들 대신 필요한 기능을 꼼꼼하게 설명해두었습니다
23116,이 책의 앞부분에서 기본 원리와 개념 그리고 기본 동작 방법에 대해서 자세하게 다루고 있습니다
23117,다음으로 카메라 및 스타일 장면 설정하는 방법들을 다루고 그다음으로 스케치업의 확장 기능인 루비에 대해서 알아봅니다
23118,마지막으로 V Ray를 다룹니다
23119,각각의 파트마다 본문에서 설명하고 있는 파일을 잘 정리해두었습니다
23120,예제와 실습 사례는 유튜브 강의를 봐주시기 바랍니다
23121,현재 YouTube에서 스케치업 교육채널을 운영하고 있습니다
